ccode,country,year,age,gender,status,urban,population,education,sector,sector_group,informal
BFA,Burkina Faso,2023,27,female,unemployed,rural,1419.0,,,,
BFA,Burkina Faso,2023,27,male,employed,rural,82201.0,,,,
BFA,Burkina Faso,2023,27,male,employed,urban,56176.0,,,,
BFA,Burkina Faso,2023,27,male,unemployed,urban,3872.0,,,,
BFA,Burkina Faso,2023,27,male,unemployed,rural,1793.0,,,,
BFA,Burkina Faso,2023,28,female,employed,urban,38980.0,,,,
BFA,Burkina Faso,2023,28,female,employed,rural,66220.0,,,,
BFA,Burkina Faso,2023,28,female,unemployed,urban,2943.0,,,,
BFA,Burkina Faso,2023,28,female,unemployed,rural,1378.0,,,,
BFA,Burkina Faso,2023,28,male,employed,rural,78889.0,,,,
BFA,Burkina Faso,2023,28,male,employed,urban,53953.0,,,,
BFA,Burkina Faso,2023,28,male,unemployed,urban,3717.0,,,,
BFA,Burkina Faso,2023,28,male,unemployed,rural,1722.0,,,,
BFA,Burkina Faso,2023,29,female,employed,rural,63431.0,,,,
BFA,Burkina Faso,2023,29,female,employed,urban,37359.0,,,,
BFA,Burkina Faso,2023,29,female,unemployed,urban,2818.0,,,,
BFA,Burkina Faso,2023,29,female,unemployed,rural,1321.0,,,,
BFA,Burkina Faso,2023,29,male,employed,rural,76049.0,,,,
BFA,Burkina Faso,2023,29,male,employed,urban,52049.0,,,,
BFA,Burkina Faso,2023,29,male,unemployed,rural,1660.0,,,,
BFA,Burkina Faso,2023,29,male,unemployed,urban,3584.0,,,,
BFA,Burkina Faso,2023,30,female,employed,urban,36204.0,,,,
BFA,Burkina Faso,2023,30,female,employed,rural,61436.0,,,,
BFA,Burkina Faso,2023,30,female,unemployed,rural,1280.0,,,,
BFA,Burkina Faso,2023,30,female,unemployed,urban,2730.0,,,,
BFA,Burkina Faso,2023,30,male,employed,rural,72742.0,,,,
BFA,Burkina Faso,2023,30,male,employed,urban,49821.0,,,,
BFA,Burkina Faso,2023,30,male,unemployed,rural,1588.0,,,,
BFA,Burkina Faso,2023,30,male,unemployed,urban,3430.0,,,,
BFA,Burkina Faso,2023,31,female,employed,rural,58648.0,,,,
BFA,Burkina Faso,2023,31,female,employed,urban,34583.0,,,,
BFA,Burkina Faso,2023,31,female,unemployed,rural,1223.0,,,,
BFA,Burkina Faso,2023,31,female,unemployed,urban,2606.0,,,,
BFA,Burkina Faso,2023,31,male,employed,urban,47593.0,,,,
BFA,Burkina Faso,2023,31,male,employed,rural,69435.0,,,,
BFA,Burkina Faso,2023,31,male,unemployed,urban,3274.0,,,,
BFA,Burkina Faso,2023,31,male,unemployed,rural,1517.0,,,,
BFA,Burkina Faso,2023,32,female,employed,rural,56662.0,,,,
BFA,Burkina Faso,2023,32,female,employed,urban,33419.0,,,,
BFA,Burkina Faso,2023,32,female,unemployed,urban,2518.0,,,,
BFA,Burkina Faso,2023,32,female,unemployed,rural,1182.0,,,,
BFA,Burkina Faso,2023,32,male,employed,urban,45992.0,,,,
BFA,Burkina Faso,2023,32,male,employed,rural,67082.0,,,,
BFA,Burkina Faso,2023,32,male,unemployed,urban,3164.0,,,,
BFA,Burkina Faso,2023,32,male,unemployed,rural,1465.0,,,,
BFA,Burkina Faso,2023,33,female,employed,rural,54690.0,,,,
BFA,Burkina Faso,2023,33,female,employed,urban,32241.0,,,,
BFA,Burkina Faso,2023,33,female,unemployed,urban,2431.0,,,,
BFA,Burkina Faso,2023,33,female,unemployed,rural,1139.0,,,,
BFA,Burkina Faso,2023,33,male,employed,urban,44367.0,,,,
BFA,Burkina Faso,2023,33,male,employed,rural,64753.0,,,,
BFA,Burkina Faso,2023,33,male,unemployed,rural,1415.0,,,,
BFA,Burkina Faso,2023,33,male,unemployed,urban,3052.0,,,,
BFA,Burkina Faso,2023,34,female,employed,rural,52728.0,,,,
BFA,Burkina Faso,2023,34,female,employed,urban,31054.0,,,,
BFA,Burkina Faso,2023,34,female,unemployed,rural,1098.0,,,,
BFA,Burkina Faso,2023,34,female,unemployed,urban,2343.0,,,,
BFA,Burkina Faso,2023,34,male,employed,urban,42725.0,,,,
BFA,Burkina Faso,2023,34,male,employed,rural,62442.0,,,,
BFA,Burkina Faso,2023,34,male,unemployed,rural,1363.0,,,,
BFA,Burkina Faso,2023,34,male,unemployed,urban,2943.0,,,,
BFA,Burkina Faso,2023,35,female,employed,rural,51161.0,,,,
BFA,Burkina Faso,2023,35,female,employed,urban,30101.0,,,,
BFA,Burkina Faso,2023,35,female,unemployed,rural,1064.0,,,,
BFA,Burkina Faso,2023,35,female,unemployed,urban,2273.0,,,,
BFA,Burkina Faso,2023,35,male,employed,urban,40763.0,,,,
BFA,Burkina Faso,2023,35,male,employed,rural,59659.0,,,,
BFA,Burkina Faso,2023,35,male,unemployed,rural,1302.0,,,,
BFA,Burkina Faso,2023,35,male,unemployed,urban,2809.0,,,,
BFA,Burkina Faso,2024,15,female,employed,rural,38824.0,,,,
BFA,Burkina Faso,2024,15,female,employed,urban,28376.0,,,,
BFA,Burkina Faso,2024,15,female,unemployed,urban,4246.0,,,,
BFA,Burkina Faso,2024,15,female,unemployed,rural,2038.0,,,,
BFA,Burkina Faso,2024,15,male,employed,urban,41065.0,,,,
BFA,Burkina Faso,2024,15,male,employed,rural,50058.0,,,,
BFA,Burkina Faso,2024,15,male,unemployed,rural,2485.0,,,,
BFA,Burkina Faso,2024,15,male,unemployed,urban,5758.0,,,,
BFA,Burkina Faso,2024,16,female,employed,rural,56742.0,,,,
BFA,Burkina Faso,2024,16,female,employed,urban,41474.0,,,,
BFA,Burkina Faso,2024,16,female,unemployed,rural,2979.0,,,,
BFA,Burkina Faso,2024,16,female,unemployed,urban,6206.0,,,,
BFA,Burkina Faso,2024,16,male,employed,rural,72809.0,,,,
BFA,Burkina Faso,2024,16,male,employed,urban,59733.0,,,,
BFA,Burkina Faso,2024,16,male,unemployed,urban,8375.0,,,,
BFA,Burkina Faso,2024,16,male,unemployed,rural,3615.0,,,,
BFA,Burkina Faso,2024,17,female,employed,urban,49535.0,,,,
BFA,Burkina Faso,2024,17,female,employed,rural,67767.0,,,,
BFA,Burkina Faso,2024,17,female,unemployed,urban,7413.0,,,,
BFA,Burkina Faso,2024,17,female,unemployed,rural,3557.0,,,,
BFA,Burkina Faso,2024,17,male,employed,urban,71871.0,,,,
BFA,Burkina Faso,2024,17,male,employed,rural,87594.0,,,,
BFA,Burkina Faso,2024,17,male,unemployed,rural,4349.0,,,,
BFA,Burkina Faso,2024,17,male,unemployed,urban,10077.0,,,,
BFA,Burkina Faso,2024,18,female,employed,urban,50373.0,,,,
BFA,Burkina Faso,2024,18,female,employed,rural,68917.0,,,,
BFA,Burkina Faso,2024,18,female,unemployed,urban,7538.0,,,,
BFA,Burkina Faso,2024,18,female,unemployed,rural,3618.0,,,,
BFA,Burkina Faso,2024,18,male,employed,rural,87873.0,,,,
BFA,Burkina Faso,2024,18,male,employed,urban,72109.0,,,,
BFA,Burkina Faso,2024,18,male,unemployed,rural,4362.0,,,,
BFA,Burkina Faso,2024,18,male,unemployed,urban,10111.0,,,,
BFA,Burkina Faso,2024,19,female,employed,rural,62254.0,,,,
BFA,Burkina Faso,2024,19,female,employed,urban,45505.0,,,,
BFA,Burkina Faso,2024,19,female,unemployed,urban,6809.0,,,,
BFA,Burkina Faso,2024,19,female,unemployed,rural,3268.0,,,,
BFA,Burkina Faso,2024,19,male,employed,rural,79901.0,,,,
BFA,Burkina Faso,2024,19,male,employed,urban,65585.0,,,,
BFA,Burkina Faso,2024,19,male,unemployed,urban,9195.0,,,,
BFA,Burkina Faso,2024,19,male,unemployed,rural,3966.0,,,,
BFA,Burkina Faso,2024,20,female,employed,urban,42127.0,,,,
BFA,Burkina Faso,2024,20,female,employed,rural,57679.0,,,,
BFA,Burkina Faso,2024,20,female,unemployed,rural,3026.0,,,,
BFA,Burkina Faso,2024,20,female,unemployed,urban,6308.0,,,,
BFA,Burkina Faso,2024,20,male,employed,rural,73707.0,,,,
BFA,Burkina Faso,2024,20,male,employed,urban,60388.0,,,,
BFA,Burkina Faso,2024,20,male,unemployed,urban,8470.0,,,,
BFA,Burkina Faso,2024,20,male,unemployed,rural,3661.0,,,,
BFA,Burkina Faso,2024,21,female,employed,rural,52174.0,,,,
BFA,Burkina Faso,2024,21,female,employed,urban,38089.0,,,,
BFA,Burkina Faso,2024,21,female,unemployed,urban,5705.0,,,,
BFA,Burkina Faso,2024,21,female,unemployed,rural,2736.0,,,,
BFA,Burkina Faso,2024,21,male,employed,rural,66621.0,,,,
BFA,Burkina Faso,2024,21,male,employed,urban,54531.0,,,,
BFA,Burkina Faso,2024,21,male,unemployed,urban,7651.0,,,,
BFA,Burkina Faso,2024,21,male,unemployed,rural,3309.0,,,,
BFA,Burkina Faso,2024,22,female,employed,rural,47580.0,,,,
BFA,Burkina Faso,2024,22,female,employed,urban,34730.0,,,,
BFA,Burkina Faso,2024,22,female,unemployed,urban,5203.0,,,,
BFA,Burkina Faso,2024,22,female,unemployed,rural,2494.0,,,,
BFA,Burkina Faso,2024,22,male,employed,rural,60941.0,,,,
BFA,Burkina Faso,2024,22,male,employed,urban,49856.0,,,,
BFA,Burkina Faso,2024,22,male,unemployed,rural,3027.0,,,,
BFA,Burkina Faso,2024,22,male,unemployed,urban,6996.0,,,,
BFA,Burkina Faso,2024,23,female,employed,urban,33234.0,,,,
BFA,Burkina Faso,2024,23,female,employed,rural,45498.0,,,,
BFA,Burkina Faso,2024,23,female,unemployed,urban,4976.0,,,,
BFA,Burkina Faso,2024,23,female,unemployed,rural,2387.0,,,,
BFA,Burkina Faso,2024,23,male,employed,urban,48010.0,,,,
BFA,Burkina Faso,2024,23,male,employed,rural,58645.0,,,,
BFA,Burkina Faso,2024,23,male,unemployed,rural,2913.0,,,,
BFA,Burkina Faso,2024,23,male,unemployed,urban,6736.0,,,,
BFA,Burkina Faso,2024,24,female,employed,rural,45246.0,,,,
BFA,Burkina Faso,2024,24,female,employed,urban,33088.0,,,,
BFA,Burkina Faso,2024,24,female,unemployed,rural,2376.0,,,,
BFA,Burkina Faso,2024,24,female,unemployed,urban,4950.0,,,,
BFA,Burkina Faso,2024,24,male,employed,urban,47583.0,,,,
BFA,Burkina Faso,2024,24,male,employed,rural,58036.0,,,,
BFA,Burkina Faso,2024,24,male,unemployed,rural,2882.0,,,,
BFA,Burkina Faso,2024,24,male,unemployed,urban,6673.0,,,,
BFA,Burkina Faso,2024,25,female,employed,rural,75091.0,,,,
BFA,Burkina Faso,2024,25,female,employed,urban,45450.0,,,,
BFA,Burkina Faso,2024,25,female,unemployed,urban,3318.0,,,,
BFA,Burkina Faso,2024,25,female,unemployed,rural,1565.0,,,,
BFA,Burkina Faso,2024,25,male,employed,urban,64433.0,,,,
BFA,Burkina Faso,2024,25,male,employed,rural,91049.0,,,,
BFA,Burkina Faso,2024,25,male,unemployed,rural,1985.0,,,,
BFA,Burkina Faso,2024,25,male,unemployed,urban,4286.0,,,,
BFA,Burkina Faso,2024,26,female,employed,urban,43824.0,,,,
BFA,Burkina Faso,2024,26,female,employed,rural,72323.0,,,,
BFA,Burkina Faso,2024,26,female,unemployed,urban,3196.0,,,,
BFA,Burkina Faso,2024,26,female,unemployed,rural,1509.0,,,,
BFA,Burkina Faso,2024,26,male,employed,rural,86840.0,,,,
BFA,Burkina Faso,2024,26,male,employed,urban,61538.0,,,,
BFA,Burkina Faso,2024,26,male,unemployed,urban,4090.0,,,,
BFA,Burkina Faso,2024,26,male,unemployed,rural,1895.0,,,,
BFA,Burkina Faso,2024,27,female,employed,urban,41961.0,,,,
BFA,Burkina Faso,2024,27,female,employed,rural,69163.0,,,,
BFA,Burkina Faso,2024,27,female,unemployed,urban,3056.0,,,,
BFA,Burkina Faso,2024,27,female,unemployed,rural,1445.0,,,,
BFA,Burkina Faso,2024,27,male,employed,urban,59625.0,,,,
BFA,Burkina Faso,2024,27,male,employed,rural,84018.0,,,,
BFA,Burkina Faso,2024,27,male,unemployed,rural,1834.0,,,,
BFA,Burkina Faso,2024,27,male,unemployed,urban,3960.0,,,,
BFA,Burkina Faso,2024,28,female,employed,rural,67178.0,,,,
BFA,Burkina Faso,2024,28,female,employed,urban,40807.0,,,,
BFA,Burkina Faso,2024,28,female,unemployed,rural,1405.0,,,,
BFA,Burkina Faso,2024,28,female,unemployed,urban,2969.0,,,,
BFA,Burkina Faso,2024,28,male,employed,urban,56727.0,,,,
BFA,Burkina Faso,2024,28,male,employed,rural,79813.0,,,,
BFA,Burkina Faso,2024,28,male,unemployed,urban,3764.0,,,,
BFA,Burkina Faso,2024,28,male,unemployed,rural,1743.0,,,,
BFA,Burkina Faso,2024,29,female,employed,urban,38936.0,,,,
BFA,Burkina Faso,2024,29,female,employed,rural,64026.0,,,,
BFA,Burkina Faso,2024,29,female,unemployed,rural,1341.0,,,,
BFA,Burkina Faso,2024,29,female,unemployed,urban,2830.0,,,,
BFA,Burkina Faso,2024,29,male,employed,urban,54477.0,,,,
BFA,Burkina Faso,2024,29,male,employed,rural,76538.0,,,,
BFA,Burkina Faso,2024,29,male,unemployed,urban,3611.0,,,,
BFA,Burkina Faso,2024,29,male,unemployed,rural,1673.0,,,,
BFA,Burkina Faso,2024,30,female,employed,urban,37776.0,,,,
BFA,Burkina Faso,2024,30,female,employed,rural,62047.0,,,,
BFA,Burkina Faso,2024,30,female,unemployed,rural,1301.0,,,,
BFA,Burkina Faso,2024,30,female,unemployed,urban,2743.0,,,,
BFA,Burkina Faso,2024,30,male,employed,urban,52223.0,,,,
BFA,Burkina Faso,2024,30,male,employed,rural,73267.0,,,,
BFA,Burkina Faso,2024,30,male,unemployed,urban,3459.0,,,,
BFA,Burkina Faso,2024,30,male,unemployed,rural,1602.0,,,,
BFA,Burkina Faso,2024,31,female,employed,urban,36141.0,,,,
BFA,Burkina Faso,2024,31,female,employed,rural,59287.0,,,,
BFA,Burkina Faso,2024,31,female,unemployed,rural,1245.0,,,,
BFA,Burkina Faso,2024,31,female,unemployed,urban,2621.0,,,,
BFA,Burkina Faso,2024,31,male,employed,urban,50957.0,,,,
BFA,Burkina Faso,2024,31,male,employed,rural,71376.0,,,,
BFA,Burkina Faso,2024,31,male,unemployed,rural,1562.0,,,,
BFA,Burkina Faso,2024,31,male,unemployed,urban,3372.0,,,,
BFA,Burkina Faso,2024,32,female,employed,rural,57328.0,,,,
BFA,Burkina Faso,2024,32,female,employed,urban,34961.0,,,,
BFA,Burkina Faso,2024,32,female,unemployed,urban,2533.0,,,,
BFA,Burkina Faso,2024,32,female,unemployed,rural,1205.0,,,,
BFA,Burkina Faso,2024,32,male,employed,urban,48670.0,,,,
BFA,Burkina Faso,2024,32,male,employed,rural,68139.0,,,,
BFA,Burkina Faso,2024,32,male,unemployed,rural,1491.0,,,,
BFA,Burkina Faso,2024,32,male,unemployed,urban,3220.0,,,,
BFA,Burkina Faso,2024,33,female,employed,rural,55006.0,,,,
BFA,Burkina Faso,2024,33,female,employed,urban,33516.0,,,,
BFA,Burkina Faso,2024,33,female,unemployed,rural,1154.0,,,,
BFA,Burkina Faso,2024,33,female,unemployed,urban,2432.0,,,,
BFA,Burkina Faso,2024,33,male,employed,rural,65872.0,,,,
BFA,Burkina Faso,2024,33,male,employed,urban,46990.0,,,,
BFA,Burkina Faso,2024,33,male,unemployed,rural,1442.0,,,,
BFA,Burkina Faso,2024,33,male,unemployed,urban,3110.0,,,,
BFA,Burkina Faso,2024,34,female,employed,urban,32526.0,,,,
BFA,Burkina Faso,2024,34,female,employed,rural,53485.0,,,,
BFA,Burkina Faso,2024,34,female,unemployed,rural,1120.0,,,,
BFA,Burkina Faso,2024,34,female,unemployed,urban,2364.0,,,,
BFA,Burkina Faso,2024,34,male,employed,urban,44946.0,,,,
BFA,Burkina Faso,2024,34,male,employed,rural,63181.0,,,,
BFA,Burkina Faso,2024,34,male,unemployed,urban,2981.0,,,,
BFA,Burkina Faso,2024,34,male,unemployed,rural,1380.0,,,,
BFA,Burkina Faso,2024,35,female,employed,rural,51964.0,,,,
BFA,Burkina Faso,2024,35,female,employed,urban,31536.0,,,,
BFA,Burkina Faso,2024,35,female,unemployed,rural,1086.0,,,,
BFA,Burkina Faso,2024,35,female,unemployed,urban,2296.0,,,,
BFA,Burkina Faso,2024,35,male,employed,rural,60484.0,,,,
BFA,Burkina Faso,2024,35,male,employed,urban,42907.0,,,,
BFA,Burkina Faso,2024,35,male,unemployed,rural,1320.0,,,,
BFA,Burkina Faso,2024,35,male,unemployed,urban,2850.0,,,,
BFA,Burkina Faso,2025,15,female,employed,rural,38824.0,,,,
BFA,Burkina Faso,2025,15,female,employed,urban,29896.0,,,,
BFA,Burkina Faso,2025,15,female,unemployed,urban,4347.0,,,,
BFA,Burkina Faso,2025,15,female,unemployed,rural,2124.0,,,,
BFA,Burkina Faso,2025,15,male,employed,urban,43325.0,,,,
BFA,Burkina Faso,2025,15,male,employed,rural,49856.0,,,,
BFA,Burkina Faso,2025,15,male,unemployed,rural,2493.0,,,,
BFA,Burkina Faso,2025,15,male,unemployed,urban,5985.0,,,,
BFA,Burkina Faso,2025,16,female,employed,rural,56672.0,,,,
BFA,Burkina Faso,2025,16,female,employed,urban,43643.0,,,,
BFA,Burkina Faso,2025,16,female,unemployed,rural,3100.0,,,,
BFA,Burkina Faso,2025,16,female,unemployed,urban,6346.0,,,,
BFA,Burkina Faso,2025,16,male,employed,rural,72714.0,,,,
BFA,Burkina Faso,2025,16,male,employed,urban,63196.0,,,,
BFA,Burkina Faso,2025,16,male,unemployed,urban,8729.0,,,,
BFA,Burkina Faso,2025,16,male,unemployed,rural,3637.0,,,,
BFA,Burkina Faso,2025,17,female,employed,rural,67826.0,,,,
BFA,Burkina Faso,2025,17,female,employed,urban,52236.0,,,,
BFA,Burkina Faso,2025,17,female,unemployed,rural,3710.0,,,,
BFA,Burkina Faso,2025,17,female,unemployed,urban,7595.0,,,,
BFA,Burkina Faso,2025,17,male,employed,rural,87031.0,,,,
BFA,Burkina Faso,2025,17,male,employed,urban,75649.0,,,,
BFA,Burkina Faso,2025,17,male,unemployed,rural,4352.0,,,,
BFA,Burkina Faso,2025,17,male,unemployed,urban,10449.0,,,,
BFA,Burkina Faso,2025,18,female,employed,urban,52750.0,,,,
BFA,Burkina Faso,2025,18,female,employed,rural,68497.0,,,,
BFA,Burkina Faso,2025,18,female,unemployed,urban,7670.0,,,,
BFA,Burkina Faso,2025,18,female,unemployed,rural,3747.0,,,,
BFA,Burkina Faso,2025,18,male,employed,rural,87574.0,,,,
BFA,Burkina Faso,2025,18,male,employed,urban,76136.0,,,,
BFA,Burkina Faso,2025,18,male,unemployed,urban,10516.0,,,,
BFA,Burkina Faso,2025,18,male,unemployed,rural,4379.0,,,,
BFA,Burkina Faso,2025,19,female,employed,urban,47940.0,,,,
BFA,Burkina Faso,2025,19,female,employed,rural,62249.0,,,,
BFA,Burkina Faso,2025,19,female,unemployed,urban,6970.0,,,,
BFA,Burkina Faso,2025,19,female,unemployed,rural,3405.0,,,,
BFA,Burkina Faso,2025,19,male,employed,urban,68969.0,,,,
BFA,Burkina Faso,2025,19,male,employed,rural,79297.0,,,,
BFA,Burkina Faso,2025,19,male,unemployed,urban,9526.0,,,,
BFA,Burkina Faso,2025,19,male,unemployed,rural,3964.0,,,,
BFA,Burkina Faso,2025,20,female,employed,urban,44302.0,,,,
BFA,Burkina Faso,2025,20,female,employed,rural,57593.0,,,,
BFA,Burkina Faso,2025,20,female,unemployed,urban,6448.0,,,,
BFA,Burkina Faso,2025,20,female,unemployed,rural,3146.0,,,,
BFA,Burkina Faso,2025,20,male,employed,rural,73611.0,,,,
BFA,Burkina Faso,2025,20,male,employed,urban,63844.0,,,,
BFA,Burkina Faso,2025,20,male,unemployed,rural,3683.0,,,,
BFA,Burkina Faso,2025,20,male,unemployed,urban,8823.0,,,,
BFA,Burkina Faso,2025,21,female,employed,rural,52028.0,,,,
BFA,Burkina Faso,2025,21,female,employed,urban,39993.0,,,,
BFA,Burkina Faso,2025,21,female,unemployed,urban,5824.0,,,,
BFA,Burkina Faso,2025,21,female,unemployed,rural,2841.0,,,,
BFA,Burkina Faso,2025,21,male,employed,urban,57583.0,,,,
BFA,Burkina Faso,2025,21,male,employed,rural,66487.0,,,,
BFA,Burkina Faso,2025,21,male,unemployed,rural,3328.0,,,,
BFA,Burkina Faso,2025,21,male,unemployed,urban,7960.0,,,,
BFA,Burkina Faso,2025,22,female,employed,urban,36385.0,,,,
BFA,Burkina Faso,2025,22,female,employed,rural,47342.0,,,,
BFA,Burkina Faso,2025,22,female,unemployed,urban,5300.0,,,,
BFA,Burkina Faso,2025,22,female,unemployed,rural,2584.0,,,,
BFA,Burkina Faso,2025,22,male,employed,urban,52783.0,,,,
BFA,Burkina Faso,2025,22,male,employed,rural,60990.0,,,,
BFA,Burkina Faso,2025,22,male,unemployed,rural,3053.0,,,,
BFA,Burkina Faso,2025,22,male,unemployed,urban,7299.0,,,,
BFA,Burkina Faso,2025,23,female,employed,rural,45536.0,,,,
BFA,Burkina Faso,2025,23,female,employed,urban,35032.0,,,,
BFA,Burkina Faso,2025,23,female,unemployed,urban,5098.0,,,,
BFA,Burkina Faso,2025,23,female,unemployed,rural,2488.0,,,,
BFA,Burkina Faso,2025,23,male,employed,rural,58479.0,,,,
BFA,Burkina Faso,2025,23,male,employed,urban,50661.0,,,,
BFA,Burkina Faso,2025,23,male,unemployed,rural,2926.0,,,,
BFA,Burkina Faso,2025,23,male,unemployed,urban,7004.0,,,,
BFA,Burkina Faso,2025,24,female,employed,rural,45277.0,,,,
BFA,Burkina Faso,2025,24,female,employed,urban,34896.0,,,,
BFA,Burkina Faso,2025,24,female,unemployed,urban,5071.0,,,,
BFA,Burkina Faso,2025,24,female,unemployed,rural,2478.0,,,,
BFA,Burkina Faso,2025,24,male,employed,urban,50482.0,,,,
BFA,Burkina Faso,2025,24,male,employed,rural,58143.0,,,,
BFA,Burkina Faso,2025,24,male,unemployed,urban,6975.0,,,,
BFA,Burkina Faso,2025,24,male,unemployed,rural,2908.0,,,,
BFA,Burkina Faso,2025,25,female,employed,urban,47705.0,,,,
BFA,Burkina Faso,2025,25,female,employed,rural,76516.0,,,,
BFA,Burkina Faso,2025,25,female,unemployed,rural,1643.0,,,,
BFA,Burkina Faso,2025,25,female,unemployed,urban,3452.0,,,,
BFA,Burkina Faso,2025,25,male,employed,urban,68463.0,,,,
BFA,Burkina Faso,2025,25,male,employed,rural,93294.0,,,,
BFA,Burkina Faso,2025,25,male,unemployed,urban,4508.0,,,,
BFA,Burkina Faso,2025,25,male,unemployed,rural,2088.0,,,,
BFA,Burkina Faso,2025,26,female,employed,urban,46068.0,,,,
BFA,Burkina Faso,2025,26,female,employed,rural,73762.0,,,,
BFA,Burkina Faso,2025,26,female,unemployed,rural,1587.0,,,,
BFA,Burkina Faso,2025,26,female,unemployed,urban,3328.0,,,,
BFA,Burkina Faso,2025,26,male,employed,urban,65200.0,,,,
BFA,Burkina Faso,2025,26,male,employed,rural,88667.0,,,,
BFA,Burkina Faso,2025,26,male,unemployed,rural,1987.0,,,,
BFA,Burkina Faso,2025,26,male,unemployed,urban,4287.0,,,,
BFA,Burkina Faso,2025,27,female,employed,urban,44188.0,,,,
BFA,Burkina Faso,2025,27,female,employed,rural,70623.0,,,,
BFA,Burkina Faso,2025,27,female,unemployed,rural,1522.0,,,,
BFA,Burkina Faso,2025,27,female,unemployed,urban,3187.0,,,,
BFA,Burkina Faso,2025,27,male,employed,urban,62270.0,,,,
BFA,Burkina Faso,2025,27,male,employed,rural,84495.0,,,,
BFA,Burkina Faso,2025,27,male,unemployed,urban,4090.0,,,,
BFA,Burkina Faso,2025,27,male,unemployed,rural,1895.0,,,,
BFA,Burkina Faso,2025,28,female,employed,rural,68258.0,,,,
BFA,Burkina Faso,2025,28,female,employed,urban,42788.0,,,,
BFA,Burkina Faso,2025,28,female,unemployed,urban,3081.0,,,,
BFA,Burkina Faso,2025,28,female,unemployed,rural,1474.0,,,,
BFA,Burkina Faso,2025,28,male,employed,urban,60339.0,,,,
BFA,Burkina Faso,2025,28,male,employed,rural,81692.0,,,,
BFA,Burkina Faso,2025,28,male,unemployed,rural,1834.0,,,,
BFA,Burkina Faso,2025,28,male,unemployed,urban,3958.0,,,,
BFA,Burkina Faso,2025,29,female,employed,urban,40897.0,,,,
BFA,Burkina Faso,2025,29,female,employed,rural,65130.0,,,,
BFA,Burkina Faso,2025,29,female,unemployed,urban,2940.0,,,,
BFA,Burkina Faso,2025,29,female,unemployed,rural,1409.0,,,,
BFA,Burkina Faso,2025,29,male,employed,rural,77536.0,,,,
BFA,Burkina Faso,2025,29,male,employed,urban,57393.0,,,,
BFA,Burkina Faso,2025,29,male,unemployed,urban,3760.0,,,,
BFA,Burkina Faso,2025,29,male,unemployed,rural,1742.0,,,,
BFA,Burkina Faso,2025,30,female,employed,urban,39244.0,,,,
BFA,Burkina Faso,2025,30,female,employed,rural,62392.0,,,,
BFA,Burkina Faso,2025,30,female,unemployed,urban,2817.0,,,,
BFA,Burkina Faso,2025,30,female,unemployed,rural,1352.0,,,,
BFA,Burkina Faso,2025,30,male,employed,urban,55447.0,,,,
BFA,Burkina Faso,2025,30,male,employed,rural,74748.0,,,,
BFA,Burkina Faso,2025,30,male,unemployed,rural,1680.0,,,,
BFA,Burkina Faso,2025,30,male,unemployed,urban,3629.0,,,,
BFA,Burkina Faso,2025,31,female,employed,urban,38078.0,,,,
BFA,Burkina Faso,2025,31,female,employed,rural,60421.0,,,,
BFA,Burkina Faso,2025,31,female,unemployed,urban,2728.0,,,,
BFA,Burkina Faso,2025,31,female,unemployed,rural,1312.0,,,,
BFA,Burkina Faso,2025,31,male,employed,rural,71051.0,,,,
BFA,Burkina Faso,2025,31,male,employed,urban,52831.0,,,,
BFA,Burkina Faso,2025,31,male,unemployed,rural,1599.0,,,,
BFA,Burkina Faso,2025,31,male,unemployed,urban,3452.0,,,,
BFA,Burkina Faso,2025,32,female,employed,rural,58098.0,,,,
BFA,Burkina Faso,2025,32,female,employed,urban,36636.0,,,,
BFA,Burkina Faso,2025,32,female,unemployed,rural,1263.0,,,,
BFA,Burkina Faso,2025,32,female,unemployed,urban,2623.0,,,,
BFA,Burkina Faso,2025,32,male,employed,rural,68313.0,,,,
BFA,Burkina Faso,2025,32,male,employed,urban,50835.0,,,,
BFA,Burkina Faso,2025,32,male,unemployed,urban,3320.0,,,,
BFA,Burkina Faso,2025,32,male,unemployed,rural,1538.0,,,,
BFA,Burkina Faso,2025,33,female,employed,urban,35151.0,,,,
BFA,Burkina Faso,2025,33,female,employed,rural,55819.0,,,,
BFA,Burkina Faso,2025,33,female,unemployed,urban,2521.0,,,,
BFA,Burkina Faso,2025,33,female,unemployed,rural,1210.0,,,,
BFA,Burkina Faso,2025,33,male,employed,urban,48760.0,,,,
BFA,Burkina Faso,2025,33,male,employed,rural,65654.0,,,,
BFA,Burkina Faso,2025,33,male,unemployed,rural,1477.0,,,,
BFA,Burkina Faso,2025,33,male,unemployed,urban,3188.0,,,,
BFA,Burkina Faso,2025,34,female,employed,rural,53954.0,,,,
BFA,Burkina Faso,2025,34,female,employed,urban,33879.0,,,,
BFA,Burkina Faso,2025,34,female,unemployed,urban,2435.0,,,,
BFA,Burkina Faso,2025,34,female,unemployed,rural,1167.0,,,,
BFA,Burkina Faso,2025,34,male,employed,rural,63500.0,,,,
BFA,Burkina Faso,2025,34,male,employed,urban,46968.0,,,,
BFA,Burkina Faso,2025,34,male,unemployed,urban,3079.0,,,,
BFA,Burkina Faso,2025,34,male,unemployed,rural,1426.0,,,,
BFA,Burkina Faso,2025,35,female,employed,urban,32608.0,,,,
BFA,Burkina Faso,2025,35,female,employed,rural,52088.0,,,,
